a ,article
knowledge ,n
knuckle,
label ,v
label ,n
labor ,n
labor ,v
laboratory ,n
lack ,n
lack ,v
ladder ,n
lady ,n
lake ,n
lamp ,n
land ,n
land ,v
landfill,
landing,
landlord,
lane ,n
language ,n
large ,adj
last ,adj
last ,v
last,
last ,pron
late,
late ,adj
lately,
later,
latter ,adj
laugh ,n
laugh ,v
launch ,v
launch ,n
lavatory,
law ,n
lawyer,
lay ,v
lay up ,
layer ,n
layoff,
lazy,
lead ,v
lead ,n
leader ,n
leaf ,n
league,
league ,n
leak ,n
leak ,v
lean ,v
learn ,v
least ,adj
least ,n
least ,adv
leather ,n
leave ,v
lecture,
left ,adj
left ,adv
left ,n
leg,
leg ,n
legal,
lemon ,n
lend ,v
length ,n
less ,adv
less ,adj
less ,pron
lesson ,n
let ,v
letter ,n
level ,v
level ,n
level ,adj
liberal ,adj
liberal ,n
liberty ,n
library ,n
license ,n
lid ,n
lie ,v
lie ,n
life ,n
life sentence,
lift ,v
lift ,n
light ,adj
light ,v
light ,n
lightning,
like ,prep
like ,v
like ,conj
likely ,adj
limit ,n
limit ,v
line ,v
line ,n
link ,v
link ,n
lip,
liquid ,n
liquid ,adj
list ,v
list ,n
listen ,v
literary ,adj
literature ,n
litigate,
little ,pron
little ,adj
little ,adv
live ,adj
live ,v
live ,adv
load ,v
load ,n
loaf ,n
loan,
local ,adj
locate ,v
location ,n
lock ,v
lock ,n
locker room,
logic ,n
logical ,adj
loneliness,
lonely ,adj
long ,adv
long ,adj
longing,
look ,v
loose ,adj
lord ,n
lose ,v
loss,
lost ,adj
lot ,n
loud ,adj
love ,v
love,
lovely ,adj
low ,adj
low ,adv
lower ,adj
lower ,v
loyal,
luck,
lucky ,adj
luggage,
lump ,n
lunch ,n
lung ,n
lust,
machine ,n
mad ,adj
magazine ,n
magic ,adj
magic ,n
mail,
mail ,v
main ,adj
maintain ,v
major,
major ,adj
majority ,n
make ,v
male ,n
male ,adj
malice,
man ,n
manage ,v
management ,n
manager,
manner ,n
manufacture ,v
many ,adj
many ,pron
map ,n
march ,v
march ,n
margin ,n
mark ,v
mark ,n
market,
marriage ,n
marry ,v
mass ,n
master ,n
master's degree,
match ,v
match ,n
mate ,n
material ,n
mathematics ,n
matriculate,
matter ,n
matter ,v
maximum ,n
maximum ,adj
may ,v
maybe ,adv
mayor ,n
me ,pron
meal ,n
mean ,v
mean,
meaning ,n
means ,n
meanwhile ,adv
measure ,n
measure ,v
measurement ,n
meat ,n
mechanic,
mechanical ,adj
mechanism ,n
media ,n
mediation,
medical ,adj
medication,
medicine ,n
medium ,adj
medium ,n
meet ,v
meeting ,n
melt ,v
member ,n
membership ,n
memory ,n
mental ,adj
mention ,v
menu ,n
mercy ,n
mere ,adj
merely ,adv
merry ,adj
mess ,n
message ,n
metal ,n
metaphor,
meter ,n
methane,
method ,n
middle ,adj
middle ,n
midnight,
might ,v
mild ,adj
mile ,n
military ,n
military ,adj
milk ,n
mill ,n
mind ,v
mind ,n
mine ,pron
mine ,n
mineral ,n
minimum ,n
minimum ,adj
minimum wage,
minister ,n
minor ,adj
minority ,n
minute ,n
minute,
miracle ,n
mirror ,n
misery,
miss ,v
miss ,n
mission ,n
mistake ,n
mistake ,v
mix ,n
mix ,v
mixture ,n
mobile ,adj
mode ,n
model ,n
moderate ,adj
modern ,adj
modest,
mom,
moment,
money ,n
monitor ,v
monitor ,n
month,
monthly,
mood ,n
moody,
moon ,n
moral ,adj
more ,pron
more ,adv
more ,adj
morning,
most ,pron
most ,adj
most ,adv
most ,n
mostly ,adv
mother,
mother-in-law,
motion ,n
motor ,n
mount ,v
mountain ,n
mouse ,n
mouth,
move ,v
move ,n
movement ,n
movie ,n
much ,adj
much ,pron
much ,adv
mud ,n
muggy,
multiply ,v
murder ,v
murder ,n
muscle,
museum ,n
music ,n
musical ,adj
musician,
must ,v
mustache,
mutual ,adj
my ,adj
myself ,pron
mysterious ,adj
mystery ,n
nail ,v
nail,
naked ,adj
name ,n
name ,v
narrow ,adj
nation ,n
national ,adj
native ,adj
native ,n
natural ,adj
naturally ,adv
nature ,n
nausea,
navy ,n
near ,adj
near ,prep
near ,adv
nearby ,adj
nearly ,adv
neat ,adj
necessary ,adj
neck,
need ,n
need ,v
needle ,n
negative ,adj
negligence,
negligent,
neighbor ,n
neighborhood ,n
neither ,pron
neither ,adj
nephew,
nerve ,n
nervous,
nest ,n
net ,n
network ,n
neutral ,adj
never ,adv
nevertheless ,adv
new ,adj
newly ,adv
news,
newspaper ,n
next ,adj
next,
next ,pron
nice,
niece,
night ,n
night,
no ,adj
no ,adv
no one ,pron
nobody ,pron
noise ,n
noisy ,adj
none ,pron
noon,
nor ,conj
normal ,adj
normally,
nostril,
notary public,
notebook,
notes,
now,
nuclear energy,
nurse,
nutritionist,
o'clock ,adv
oath,
obey ,v
object ,n
object ,v
objection ,n
objective ,adj
objective ,n
observation ,n
observe ,v
obsessive,
obtain ,v
obvious ,adj
occasion ,n
occasionally,
occupation ,n
occupy ,v
occur ,v
ocean ,n
October ,n
odd ,adj
odor ,n
of ,prep
off ,adv
off ,prep
offend ,v
offense ,n
offensive ,adj
offer ,v
offer ,n
office ,n
officer ,n
official ,adj
often,
oh ,interj
oil ,n
OK ,adj
OK ,adv
old ,adj
old-fashioned ,adj
on ,adj
on ,prep
on ,adv
once ,adv
once ,n
one ,adj
one ,n
one ,pron
one-way,
oneself ,pron
only ,adv
only ,adj
onto ,prep
open ,v
open ,n
open ,adj
opening ,n
operate ,v
operation ,n
opinion ,n
opponent,
opponent ,n
opportunity ,n
oppose ,v
opposite ,n
opposite ,adv
opposite ,prep
opposite ,adj
opposition ,n
optician,
optimism,
optimistic,
option ,n
or ,conj
orange ,n
order ,v
order ,n
ordinary ,adj
organ ,n
organic,
organization ,n
organize ,v
origin ,n
original ,adj
original ,n
originally ,adv
other ,pron
other ,adj
otherwise ,adv
ought ,v
ounce ,n
our ,adj
ours ,pron
ourselves ,pron
out ,adv
outcome ,n
outdoors ,adv
outdoors ,n
outfield,
outgoing,
overbook,
overcast,
oxygen mask,
ozone layer,
p.m. ,abbr
pace ,n
pack ,v
pack ,n
package ,n
pad ,n
page ,n
pain,
painful,
paint ,v
paint ,n
painter,
painting ,n
pair ,n
pale ,adj
palm,
pan ,n
panel ,n
panic,
pants ,n
paper ,n
parade ,n
paragraph,
parallel ,adj
paraphrase,
parent,
park ,v
park ,n
parliament ,n
part ,n
part-time,
participate ,v
particle ,n
particular ,adj
partly ,adv
partner,
party ,n
pass,
passage ,n
passenger ,n
passion ,n
passport,
past ,n
past ,adv
past ,prep
past ,adj
paste ,n
pat ,v
patch ,n
patent ,n
patent ,v
path ,n
patience,
patient ,n
patient,
pattern ,n
pause ,v
pause,
pay ,n
pay ,v
payment ,n
peace ,n
peaceful ,adj
peak ,n
peel ,n
peel ,v
pen ,n
penalty,
penalty ,n
pencil ,n
penis,
penny ,n
people ,n
pepper ,n
per ,prep
percent ,n
perfect ,adj
perform ,v
performance ,n
performer ,n
perfume ,n
perhaps ,adv
period ,n
permanent ,adj
permission,
permit ,v
persistent,
person ,n
personal ,adj
personality ,n
personally ,adv
persuade ,v
pessimism,
pessimistic,
pest ,n
pesticide,
pet ,n
petal ,n
petroleum,
pharmacist,
phase,
PhD,
philosophy ,n
phone ,n
phone ,v
photograph ,n
photograph ,v
photographer,
photography ,n
phrase ,n
physical ,adj
physician,
physician's assistant,
physics ,n
piano ,n
pick ,v
picture ,n
piece ,n
pig ,n
pile ,v
pile ,n
pill ,n
pilot,
pilot ,n
pin ,v
pin ,n
pink ,n
pink ,adj
pinkie,
pipe ,n
pitch ,n
pitch ,v
pitcher ,
pity,
place ,n
place ,v
plain ,adj
plan ,n
plan ,v
planet ,n
plant ,n
plant ,v
plastic ,adj
plastic ,n
plate ,n
platform ,n
play ,v
play ,n
player ,n
plea,
plea bargaining,
pleasant ,adj
please ,adv
please ,v
pleasure,
plenty ,pron
plot ,n
plumber,
plus ,prep
plus ,n
plus ,adj
pocket ,n
poem ,n
poetry ,n
point ,v
point ,n
poison ,v
poison ,n
poisonous ,adj
pole ,n
police ,n
police officer,
policy ,n
polish ,v
polish ,n
polite ,adj
political ,adj
politician,
politics ,n
pollutant,
pollution,
pompous,
pond ,n
pool ,n
poor ,adj
pop ,v
popular ,adj
population ,n
port ,n
portion ,n
pose ,v
pose ,n
position ,n
positive ,adj
possess ,v
possession ,n
possibility ,n
possible ,adj
possibly ,adv
post ,n
post ,v
postage ,n
postgraduate,
pot ,n
potato ,n
potential ,n
potential ,adj
pound ,n
pour,
poverty ,n
power ,n
power of attorney,
powerful ,adj
practical,
practice ,v
practice ,n
praise ,v
praise ,n
pray ,v
prayer ,n
precipitation,
precise,
predict ,v
prefer ,v
preference ,n
pregnant ,adj
prejudice ,v
prejudice ,n
premise ,n
preparation ,n
prepare ,v
preposition ,n
prerequisite,
prescribe,
prescription,
preseason,
presence ,n
present ,n
present ,v
present ,adj
preserve ,v
president ,n
press ,v
press ,n
pressure ,n
pretend ,v
pretty ,adj
pretty ,adv
prevent ,v
previous ,adj
previously,
price ,n
pride,
priest ,n
primary ,adj
prime minister ,n
prince ,n
princess ,n
principal ,adj
principle ,n
print ,v
print ,n
prior ,adj
prison,
prisoner,
private ,adj
privilege ,n
prize ,n
pro ,n
probable ,adj
probably ,adv
probation,
probation officer,
problem ,n
procedure ,n
proceed ,v
professor,
profit,
programmer,
progress,
promotion,
propeller,
property,
prosecute,
prosecutor,
psychologist,
puck ,
pupil,
qualification ,n
qualify ,v
quality ,n
quantity ,n
quarter ,n
quarterback,
quarterly,
queen ,n
question ,v
question ,n
quick ,adv
quick ,adj
quiet ,adj
quit ,v
quite ,adv
quiz,
quotation,
quote ,n
quote ,v
race ,v
race ,n
racial ,adj
radiation,
radical ,adj
radio ,n
rage,
rail ,n
railroad ,n
rain,
rain forest,
raise ,v
raise,
range ,n
rank ,n
rank ,v
rapid ,adj
rare ,adj
rarely,
rash,
rate ,n
rate ,v
rather ,adv
ratio ,n
rational,
raw ,adj
reach ,v
react ,v
reaction ,n
read ,v
reader ,n
reading ,n
ready ,adj
real ,adj
realistic ,adj
reality ,n
realize ,v
really ,adv
rear ,n
rear ,adj
reason ,n
reasonable ,adj
reasonably ,adv
recall ,v
receive ,v
recent ,adj
recently,
reception ,n
receptionist,
recession,
recognition ,n
recognize ,v
recommend ,v
record ,v
record ,n
recover ,v
recreational,
recycle,
red ,adj
red ,n
reduce ,v
reduction ,n
refer ,v
referee,
reference,
reflect ,v
reform ,n
reform ,v
refrigerator ,n
refuse ,v
regard ,n
region ,n
register,
register ,n
regret ,n
regret ,v
regular ,adj
regulation ,n
reject ,v
relate ,v
relation ,n
relationship ,n
relative ,adj
relative ,n
relax ,v
release ,v
release ,n
relevant ,adj
reliable,
relief,
relief ,n
relieve ,v
religion ,n
religious ,adj
rely ,v
remain ,v
remark ,n
remarkable ,adj
remember ,v
remind ,v
remove ,v
renewable,
rent ,n
rent ,v
repair ,n
repair ,v
repeat ,v
replace ,v
reply ,n
reply ,v
report ,v
report ,n
represent ,v
representative ,n
representative ,adj
reproduce ,v
republic ,n
reputation ,n
request ,v
request ,n
require ,v
requirement ,n
rescue ,v
rescue ,n
research,
reserve ,v
reserve ,n
reserved,
resident ,n
resign ,v
resist ,v
resistance ,n
resolve ,v
resource ,n
respect ,n
respect ,v
respond ,v
response ,n
responsibility ,n
responsible ,adj
rest ,v
rest ,n
restaurant ,n
restore ,v
restraining order,
restrict ,v
result ,n
result ,v
retain ,v
retire ,v
retirement ,n
return ,v
return ,n
reveal ,v
reverse ,n
reverse ,adj
reverse ,v
review ,v
review ,n
revise ,v
revision ,n
revolution ,n
reward ,n
reward ,v
room and board,
roommate,
round trip,
runway,
ruthless,
sacrifice ,n
sacrifice ,v
sad ,adj
sadness,
safe ,adj
safety ,n
sail ,n
sail ,v
sake ,n
salad ,n
salary,
sale ,n
salesman,
salesperson,
saleswoman,
salt ,n
same ,pron
same ,adj
sample ,n
sand ,n
sandwich ,n
sarcastic,
satisfaction,
satisfy ,v
sauce ,n
save ,v
savings,
say ,v
scale ,n
scalp,
scare ,n
scare ,v
scene ,n
scenery,
schedule ,v
schedule ,n
scheme ,n
school ,n
science ,n
scientific ,adj
scientist ,n
scissors ,n
scope,
score ,v
score ,n
scoreboard,
scorn,
scratch ,v
scratch ,n
scream ,n
scream ,v
screen ,n
screw ,n
screw ,v
sea ,n
seal ,v
seal ,n
search ,n
search ,v
season ,n
seat ,n
seat belt,
second ,n
second ,adv
second,
second ,adj
secondary ,adj
secret ,adj
secret ,n
secretary,
secretive,
section ,n
secure ,adj
security,
security ,n
see ,v
seed ,n
seek ,v
seem ,v
seize ,v
seldom,
select ,v
selection ,n
self ,n
self-centered,
selfish,
sell ,v
semester,
semi-annually,
semifinal,
senate ,n
send ,v
senior ,adj
senior ,n
sense ,v
sense ,n
sensible,
sensitive,
sentence ,n
sentence ,v
separate ,v
separate ,adj
separation ,n
series ,n
serious,
servant ,n
serve ,v
serve,
service ,n
session ,n
set ,v
settle ,v
several ,adj
severe ,adj
sew ,v
sexual ,adj
shade ,n
shadow ,n
shake ,v
shake ,n
shall ,v
shallow ,adj
shame,
shape ,v
shape ,n
share ,v
share ,n
sharp ,adj
shave ,v
she ,pron
sheep ,n
sheet ,n
shelf ,n
shell ,n
shelter ,v
shelter ,n
shift ,n
shift ,v
shin,
shine ,v
shine ,n
ship ,v
ship ,n
shirt ,n
shock ,n
shock ,v
shoe ,n
shoot ,v
shop ,v
shop ,n
shore ,n
short ,adj
shot,
should ,v
shoulder,
shout ,n
shout ,v
show ,n
show ,v
shower,
shut ,v
shy,
sick ,adj
sick leave,
side ,n
sideburns,
sight ,n
sign ,n
sign ,v
signal ,v
signal ,n
signature ,n
significant ,adj
silence ,n
silent ,adj
silk ,n
silly ,adj
silver ,adj
silver ,n
similar ,adj
simple ,adj
sin ,n
since ,adv
since ,prep
since ,conj
sincere,
sing ,v
singer,
single ,adj
singles ,
sink ,v
sir ,n
sister,
sister-in-law,
sit ,v
site ,n
situation ,n
size ,n
skill ,n
skin ,n
skirt ,n
sky ,n
slang,
slap ,v
slap ,n
sleep ,v
sleep ,n
sleeve ,n
slice ,n
slice ,v
slide ,v
slight ,adj
slip ,v
slip ,n
slope ,n
slope ,v
slow ,adj
small ,adj
smart ,adj
smell ,v
smell ,n
smile ,n
smile ,v
smog,
smoke ,v
smoke,
smooth ,adj
smooth ,v
snake ,n
sneeze,
snow,
so ,pron
so ,adv
so ,conj
so-called ,adj
soap ,n
soccer,
sociable,
social ,adj
society ,n
sock ,n
soft ,adj
software,
soil ,n
solar,
soldier ,n
solid ,adj
solution ,n
solve ,v
some ,adj
some ,pron
somebody ,pron
somehow ,adv
someone ,pron
something ,pron
sometimes,
somewhat ,adv
somewhere ,adv
son,
song ,n
soon,
sore,
sorority,
sorrow,
sorry ,adj
sort ,n
sort ,v
soul ,n
sound ,n
sound ,v
soup ,n
sour ,adj
source,
south ,n
south ,adj
south ,adv
southern ,adj
space ,n
spare ,v
spare ,n
spare ,adj
speak ,v
speaker ,n
special ,adj
specific ,adj
specify ,v
spectator sport,
speech ,n
speed ,n
spell ,v
spend ,v
spending,
spice ,n
spicy ,adj
spill ,v
spin ,v
spirit ,n
spiritual ,adj
spite ,n
splint,
split ,n
split ,v
spoil ,v
spoon ,n
sport ,n
sportmanship,
sportscaster,
spot ,n
sprain,
spray ,v
spray ,n
spread ,v
spring,
spring break,
square ,n
square ,adj
squeeze ,v
stable ,n
stable ,adj
stadium,
staff ,n
stage ,n
stair ,n
stamp ,n
stamp ,v
stand ,n
stand ,v
standard ,adj
standard ,n
standby ,adj
star ,n
stare ,n
stare ,v
start ,v
start ,n
state ,n
state ,v
statement ,n
station ,n
statue ,n
status ,n
statute,
stay ,v
steady ,adj
steal ,v
steam ,n
steel ,n
steep ,adj
steer ,v
stem ,n
step ,v
step ,n
stepfather,
stepmother,
stick ,n
stick ,v
sticky ,adj
stiff ,adj
still ,adj
still,
sting ,v
sting ,n
stir ,v
stitch ,n
stitch ,v
stock,
stock ,n
stock market,
stomach,
stone ,n
stop ,n
stop ,v
stopover,
storage ,n
store ,v
store ,n
storm,
story ,n
stove ,n
straight ,adj
straight ,adv
strain ,n
strange ,adj
stranger ,n
strap ,n
strategy ,n
stream ,n
street ,n
strength ,n
strengthen ,v
stress ,n
stress ,v
stretch ,v
strict ,adj
strike ,v
strike ,n
string ,n
strip ,n
stripe ,n
stroke ,v
stroke ,n
strong ,adj
structure,
struggle ,v
struggle ,n
stubborn,
student ,n
study ,n
study ,v
stuff,
stupid ,adj
style,
subject ,n
submit ,v
substance ,n
substantial ,adj
substitute ,v
substitute ,n
succeed ,v
success ,n
successful ,adj
such ,pron
such ,adv
such ,adj
suck ,v
sudden ,adj
sue,
suffer ,v
sufficient ,adj
sugar ,n
suggest ,v
suggestion ,n
suit ,v
suit ,n
suitable ,adj
sum ,v
sum ,n
summary,
summer,
sunny,
sunshine,
superficial,
support,
surgeon,
sustainable,
syllabus,
sympathy,
table ,n
tactful,
tactless,
tail ,n
take ,v
takeoff,
talent ,n
talk ,v
talk ,n
tall ,adj
tank ,n
tap ,n
tap ,v
tape ,n
target ,n
task ,n
taste ,v
taste ,n
tax,
taxi ,v
tea ,n
teach ,v
teacher,
team ,n
teammate,
tear ,v
tear ,n
technical ,adj
technique ,n
technology ,n
telephone ,n
television ,n
tell ,v
temper ,n
temperature,
temple ,n
temporary ,adj
tempt ,v
tenant,
tend ,v
tendency ,n
tendon,
tennis court,
tense ,adj
tension ,n
tent ,n
term ,n
terrible ,adj
territory ,n
terror,
test ,v
test ,n
testify,
testimony,
text ,n
textbook,
texture ,n
than ,prep
than ,conj
thank ,v
thanks ,n
that ,adv
that ,pron
that ,conj
that ,adj
the ,article
theater ,n
their ,adj
them ,pron
theme,
themselves ,pron
then,
theory ,n
therapist,
there ,interj
there ,n
there ,adv
there ,adj
therefore ,adv
thermometer,
these ,
thesis,
they ,pron
thick ,adj
thief ,n
thigh,
thin ,adj
thing ,n
think ,v
thirsty ,adj
this ,adv
this ,adj
this ,pron
thorough ,adj
though ,conj
though ,adv
thought ,n
thoughtful,
thread ,n
threat ,n
threaten ,v
throat,
through ,adv
through ,prep
throughout ,prep
throw ,n
throw ,v
thumb,
thunder,
thunderstorm,
thus ,adv
ticket ,n
tide ,n
tie ,v
tie ,n
tight ,adj
tilt ,v
tilt ,n
time ,n
time-out,
tin ,n
tiny ,adj
tip ,v
tip ,n
tire ,v
tire ,n
tired ,adj
title ,n
to ,prep
today ,adv
today ,n
toe ,n
together ,adv
toilet ,n
tomorrow ,adv
tomorrow ,n
tone ,n
tongue,
tonight ,n
tonight ,adv
too ,adv
tool ,n
tooth,
top ,adj
top ,n
topic,
tornado,
total ,adj
total ,n
touch ,v
touch ,n
touchdown,
tough ,adj
tour ,n
tournament,
toward ,prep
towel ,n
tower ,n
town ,n
toxic,
toxic waste,
toy ,n
trace ,v
track ,n
track and field,
trade,
tradition ,n
traditional ,adj
traffic,
trail ,v
trail ,n
train ,n
trainer,
training,
transcript,
transfer ,n
transfer ,v
transform ,v
transition,
translate ,v
translation ,n
translator,
transparent ,adj
transport ,n
transport ,v
transportation ,n
trap ,v
trap ,n
trash ,n
travel ,n
travel,
travel ,v
treasure ,n
treat ,v
treatment ,n
tree ,n
trend ,n
trial,
triangle ,n
tribe ,n
trick ,v
trick ,n
trimester,
trip ,v
trip ,n
troop ,n
trophy,
tropical ,adj
trouble ,n
tuition,
turbulence,
ugly ,adj
umbrella ,n
umpire,
unable ,adj
uncle,
under ,adv
under ,prep
underdog,
undergo ,v
undergraduate,
underground ,adj
underneath ,adv
underneath ,prep
understand ,v
understanding ,n
undertake ,v
undertaker,
undo ,v
unemployed ,adj
unemployment ,n
unfortunate ,adj
unfortunately ,adv
unhappiness,
unhappy ,adj
uniform ,n
uniform ,adj
union ,n
unique ,adj
unit ,n
unite ,v
universal ,adj
universe ,n
university,
unknown ,adj
unless ,conj
unlike ,adj
unlike ,prep
unlikely ,adj
until ,prep
until ,conj
unusual ,adj
up ,prep
up ,adj
up ,adv
upon ,prep
upper ,adj
upset ,adj
upset ,v
upstairs ,n
upstairs ,adj
upstairs ,adv
upward ,adv
upward ,adj
urban ,adj
urge ,n
urge ,v
urgent ,adj
us ,pron
use ,n
use ,v
useful ,adj
user ,n
usual ,adj
usually,
vacation,
vagina,
valley ,n
valuable ,adj
value ,v
value,
value ,n
variation ,n
variety ,n
various ,adj
vary ,v
vast ,adj
vegetable ,n
vehicle ,n
verb ,n
verdict,
version ,n
very ,adv
vessel ,n
veterinarian,
victim ,n
victory ,n
video ,n
video ,adj
videographer,
view ,v
view ,n
village ,n
violence ,n
violent ,adj
virtually ,adv
virtue ,n
virus,
visa,
visible ,adj
vision ,n
visit ,v
visit ,n
visitor ,n
voice ,n
volume ,n
vomit,
vote ,v
vote ,n
wage ,n
waist,
wait ,v
waiter,
waiting room,
waitress,
wake ,v
walk ,n
walk ,v
wall ,n
wallet ,n
wander ,v
want ,v
war ,n
warm ,v
warm ,adj
warm front,
warmth ,n
warn ,v
warning ,n
wash ,v
waste,
waste ,n
waste ,v
watch ,v
watch ,n
water ,n
wave ,v
wave ,n
wax ,n
way ,n
we ,pron
weak ,adj
weakness ,n
wealth ,n
weapon ,n
wear ,v
weather ,n
weave ,v
web ,n
Web+site ,n
wedding ,n
weed ,n
week,
weekend,
weekly,
weekly ,adj
weigh ,v
weight ,n
welcome ,n
welcome ,interj
welcome ,adj
welcome ,v
welfare ,n
well ,adj
well ,adv
west ,n
west ,adv
west ,adj
western ,adj
wet ,adj
wetland,
what ,pron
what ,adv
what ,adj
whatever ,pron
whatever ,adj
wheat ,n
wheel ,n
when ,adv
when ,conj
where ,conj
where ,adv
whether ,conj
which ,pron
which ,adj
while ,conj
while ,n
whisper ,v
whisper ,n
whistle ,v
whistle ,n
white ,n
white ,adj
who ,pron
whole ,adj
whole ,n
whom ,pron
whose ,pron
whose ,adj
why ,adv
why ,conj
wide ,adj
widely ,adv
widespread ,adj
width ,n
wife,
wild ,adj
wildlife,
will,
will ,v
willing ,adj
win ,v
wind ,n
wind ,v
windchill,
windmill,
window ,n
window seat,
windy,
wine ,n
wing ,n
wing,
winner ,n
winter,
wipe ,v
wire ,n
wisdom ,n
wise ,adj
wish ,n
wish ,v
with ,prep
withdraw ,v
within ,prep
without ,prep
witness ,v
witness ,n
witness stand,
witty,
wolf ,v
woman ,n
wonder ,v
wonder,
wonderful ,adj
wood ,n
wooden ,adj
wool ,n
word ,n
work ,v
work ,n
worker ,n
world ,n
worry ,v
worry ,n
worse ,adj
worse ,adv
worse ,n
worship ,v
worship ,n
worst ,adv
worst ,adj
worst ,n
worth ,prep
worth ,n
would ,v
wound ,v
wound,
wrap ,v
wrath,
wreck ,v
wreck ,n
wrinkle ,n
wrist,
write ,v
writer,
writing ,n
wrong ,n
wrong ,adj
yard ,n
yawn ,n
yawn ,v
year,
yearly,
yell ,v
yellow ,adj
yellow ,n
yes ,adv
yesterday ,n
yesterday,
yet ,conj
yet,
you ,pron
young ,adj
your ,adj
yours ,pron
yourself ,pron
youth ,n
zero ,n
zone ,n
zoo ,n
